id_cliente,edad,genero,ciudad,tipo_poliza,antiguedad_meses,valor_poliza,reclamaciones,pqr,retrasos_pago,canal_atencion,fecha_actualizacion,churn
CLI0866,70,Masculino,Medellín,Salud,106,525414,1,1,0,App,2026-05-03,0
CLI0867,25,Masculino,Cali,Vida,8,849460,1,1,2,App,2026-07-22,0
CLI0868,75,Masculino,Bucaramanga,Vida,94,572750,1,0,2,Presencial,2026-05-06,0
CLI0869,45,Femenino,Bucaramanga,Hogar,96,909827,3,0,0,Telefonico,2026-03-03,0
CLI0870,53,Femenino,Medellín,Salud,100,497247,1,0,1,Telefonico,2024-11-14,0
CLI0871,43,Femenino,Medellín,Salud,111,548758,2,0,0,Web,2026-07-02,0
CLI0872,25,Femenino,Bucaramanga,Vehiculo,94,730102,3,2,2,Telefonico,2026-03-26,0
CLI0873,75,Masculino,Bogotá,Hogar,65,454743,1,0,0,Web,2026-05-15,0
CLI0874,67,Femenino,Bucaramanga,Vehiculo,43,105939,0,2,0,App,2025-06-06,1
CLI0875,45,Masculino,Bucaramanga,Hogar,39,233939,3,0,1,App,2026-06-07,0
CLI0876,45,Masculino,Medellín,Salud,81,866635,2,0,2,App,2025-04-08,0
CLI0877,54,Masculino,Medellín,Vida,59,895495,1,0,3,App,2025-09-30,0
CLI0878,58,Masculino,Bucaramanga,Vida,84,695168,2,0,3,App,2025-02-01,0
CLI0879,53,Masculino,Bucaramanga,Vida,88,608036,0,1,1,Web,2026-04-18,0
CLI0880,44,Femenino,Bucaramanga,Vida,114,316094,0,1,0,App,2026-02-10,0
CLI0881,71,Femenino,Medellín,Vida,86,459413,0,3,1,Web,2025-03-20,0
CLI0882,34,Femenino,Bucaramanga,Vehiculo,93,947196,2,1,1,App,2026-07-10,0
CLI0883,26,Femenino,Bucaramanga,Hogar,86,231956,0,2,2,Web,2025-10-18,0
CLI0884,50,Masculino,Barranquilla,Salud,44,236255,2,2,0,Web,2025-07-06,0
CLI0885,70,Femenino,Bogotá,Vehiculo,9,544462,1,0,1,Web,2024-11-22,0
CLI0886,37,Masculino,Cali,Hogar,37,974468,1,0,3,Telefonico,2026-03-05,1
CLI0887,30,Femenino,Bogotá,Vida,74,754619,3,1,0,Web,2025-11-02,0
CLI0888,45,Masculino,Barranquilla,Hogar,36,771319,1,1,1,Web,2025-10-06,0
CLI0889,65,Masculino,Cali,Hogar,101,982957,1,1,0,App,2026-02-10,0
CLI0890,46,Femenino,Bucaramanga,Vida,92,506673,0,1,1,Web,2026-06-15,0
CLI0891,30,Masculino,Barranquilla,Vida,28,427823,4,2,0,Web,2024-11-13,0
CLI0892,63,Masculino,Bucaramanga,Vida,42,205829,0,0,1,Presencial,2026-01-06,0
CLI0893,52,Femenino,Medellín,Salud,43,208216,4,2,2,Telefonico,2025-05-05,0
CLI0894,23,Masculino,Barranquilla,Vida,85,999607,1,2,2,Presencial,2025-07-02,0
CLI0895,35,Femenino,Medellín,Salud,88,670189,2,0,0,App,2025-10-04,1
CLI0896,68,Femenino,Barranquilla,Vida,42,847674,1,1,2,Telefonico,2024-08-23,0
CLI0897,22,Femenino,Barranquilla,Salud,104,255607,1,1,3,Telefonico,2024-09-24,1
CLI0898,64,Masculino,Medellín,Hogar,66,489319,1,1,0,Presencial,2026-02-06,0
CLI0899,42,Masculino,Cali,Vehiculo,55,702334,1,1,1,Telefonico,2026-04-13,1
CLI0900,19,Masculino,Bogotá,Hogar,72,432156,1,0,3,Presencial,2024-09-16,0
CLI0901,27,Femenino,Bucaramanga,Hogar,48,682566,1,0,1,Web,2026-01-11,0
CLI0902,73,Masculino,Barranquilla,Vida,91,354535,0,0,0,Presencial,2026-02-14,0
CLI0903,47,Femenino,Bucaramanga,Salud,22,182476,3,0,2,Telefonico,2024-11-25,0
CLI0904,67,Femenino,Medellín,Vehiculo,101,462865,1,0,0,Telefonico,2026-05-07,0
CLI0905,62,Masculino,Bucaramanga,Vida,27,701825,0,1,2,App,2024-10-16,0
CLI0906,22,Femenino,Medellín,Vida,93,947591,3,1,2,App,2024-08-06,0
CLI0907,72,Masculino,Bucaramanga,Vida,67,997472,1,1,1,App,2026-06-11,0
CLI0908,73,Masculino,Bogotá,Hogar,108,261429,2,0,0,App,2026-04-11,0
CLI0909,50,Masculino,Bogotá,Salud,13,297980,1,1,1,Telefonico,2025-04-25,0
CLI0910,71,Masculino,Bogotá,Salud,45,583551,2,3,0,App,2025-05-16,0
CLI0911,18,Masculino,Bogotá,Vehiculo,10,901935,1,1,1,Presencial,2025-11-03,0
CLI0912,35,Femenino,Bogotá,Salud,100,566675,2,1,4,Web,2025-01-01,0
CLI0913,49,Femenino,Bogotá,Salud,9,155403,4,0,1,Telefonico,2025-08-22,1
CLI0914,64,Femenino,Medellín,Vida,54,668574,0,1,1,App,2026-01-30,0
CLI0915,66,Masculino,Barranquilla,Vida,120,416986,1,1,0,Telefonico,2025-03-16,0
CLI0916,28,Masculino,Bucaramanga,Hogar,119,184927,0,1,1,App,2026-07-22,0
CLI0917,38,Masculino,Bogotá,Vida,27,881340,0,1,2,Telefonico,2025-03-25,0
CLI0918,43,Femenino,Medellín,Vida,34,565833,2,1,2,App,2025-12-10,0
CLI0919,42,Masculino,Medellín,Vida,115,523842,0,2,0,Web,2025-10-07,0
CLI0920,39,Femenino,Medellín,Vida,1,379372,1,2,1,App,2025-11-30,0
CLI0921,44,Femenino,Barranquilla,Hogar,32,103386,0,1,0,Presencial,2025-03-10,0
CLI0922,66,Masculino,Bucaramanga,Vida,89,257826,0,2,3,Telefonico,2025-08-15,0
CLI0923,30,Masculino,Barranquilla,Vehiculo,93,584158,3,0,1,Telefonico,2025-11-07,0
CLI0924,50,Femenino,Cali,Vehiculo,71,370446,3,1,1,Presencial,2024-11-09,0
CLI0925,51,Masculino,Medellín,Vehiculo,113,402959,1,1,1,Presencial,2024-10-14,0
CLI0926,58,Femenino,Cali,Vehiculo,67,332156,3,2,0,Web,2026-01-12,0
CLI0927,52,Masculino,Bogotá,Vida,84,929776,1,2,1,Telefonico,2025-12-05,0
CLI0928,18,Masculino,Bogotá,Vehiculo,20,978035,5,0,0,Web,2025-09-01,0
CLI0929,38,Femenino,Barranquilla,Vida,117,549450,1,0,1,Telefonico,2025-06-12,0
CLI0930,65,Masculino,Bucaramanga,Hogar,94,403258,3,0,0,Telefonico,2025-04-04,0
CLI0931,72,Femenino,Cali,Vehiculo,35,328724,1,1,1,Web,2025-05-21,0
CLI0932,23,Masculino,Bucaramanga,Salud,99,281202,2,0,1,Telefonico,2025-11-28,0
CLI0933,45,Femenino,Barranquilla,Vehiculo,113,105525,1,1,1,Telefonico,2026-07-24,0
CLI0934,34,Femenino,Bogotá,Vehiculo,103,159818,2,1,1,Web,2026-03-02,0
CLI0935,22,Masculino,Bucaramanga,Vida,91,194589,0,0,3,App,2025-07-05,0
CLI0936,48,Femenino,Bucaramanga,Vehiculo,90,225406,2,1,0,Web,2026-01-02,0
CLI0937,22,Masculino,Bogotá,Salud,78,699003,1,3,1,Telefonico,2025-07-30,0
CLI0938,55,Masculino,Cali,Vida,17,273839,1,3,3,Presencial,2024-09-30,1
CLI0939,20,Masculino,Bogotá,Vida,18,873076,2,0,3,App,2025-01-08,1
CLI0940,70,Femenino,Bucaramanga,Hogar,45,443298,1,0,0,Presencial,2026-05-07,0
CLI0941,40,Femenino,Cali,Hogar,116,586453,2,1,1,App,2026-06-07,0
CLI0942,54,Masculino,Cali,Vehiculo,93,337438,0,1,2,Presencial,2024-08-18,0
CLI0943,70,Masculino,Bogotá,Hogar,84,909901,0,1,1,App,2024-11-05,0
CLI0944,54,Femenino,Bucaramanga,Hogar,53,506903,2,1,0,Web,2025-05-12,0
CLI0945,27,Masculino,Barranquilla,Hogar,91,973041,1,1,0,App,2024-11-19,1
CLI0946,27,Masculino,Bucaramanga,Vida,82,525872,1,3,0,App,2025-10-01,0
CLI0947,36,Femenino,Medellín,Vida,68,490591,4,1,1,App,2026-03-22,0
CLI0948,34,Masculino,Barranquilla,Vida,65,587235,2,1,1,Telefonico,2025-06-06,0
CLI0949,38,Femenino,Cali,Hogar,114,593951,1,3,1,Presencial,2025-07-12,0
CLI0950,31,Masculino,Barranquilla,Vida,1,407350,1,0,0,Web,2026-01-15,0
CLI0951,26,Femenino,Cali,Hogar,58,962894,1,0,0,Presencial,2026-06-15,0
CLI0952,63,Masculino,Cali,Vida,26,771967,2,1,1,Presencial,2026-01-10,0
CLI0953,18,Masculino,Barranquilla,Vida,109,687466,1,0,2,Web,2025-11-13,0
CLI0954,68,Femenino,Cali,Salud,20,779746,3,1,1,Telefonico,2024-09-10,0
CLI0955,62,Masculino,Cali,Vehiculo,116,858754,0,0,3,App,2026-07-08,0
CLI0956,30,Femenino,Medellín,Hogar,87,519503,0,0,1,Telefonico,2024-09-13,0
CLI0957,21,Masculino,Bucaramanga,Salud,10,166724,4,0,0,Telefonico,2025-08-26,0
CLI0958,18,Femenino,Bucaramanga,Vida,59,833492,2,3,0,App,2025-06-15,0
CLI0959,66,Femenino,Medellín,Hogar,75,176393,2,0,0,Presencial,2025-11-13,0
CLI0960,57,Femenino,Barranquilla,Vida,41,993746,1,2,0,App,2025-10-19,0
CLI0961,49,Femenino,Bogotá,Vehiculo,105,680600,3,4,1,Web,2025-03-06,0
CLI0962,51,Masculino,Bogotá,Salud,5,941756,3,0,3,App,2026-05-07,0
CLI0963,45,Masculino,Bogotá,Vehiculo,65,675484,2,1,0,Presencial,2025-05-28,0
CLI0964,48,Femenino,Medellín,Salud,17,674302,0,2,1,Telefonico,2024-12-28,1
CLI0965,25,Femenino,Medellín,Vida,22,481426,0,2,0,Telefonico,2026-07-01,0
CLI0966,56,Femenino,Cali,Vehiculo,98,746282,0,1,0,App,2024-08-21,0
CLI0967,43,Masculino,Bogotá,Vehiculo,120,509505,1,0,0,Web,2024-12-06,0
CLI0968,75,Masculino,Barranquilla,Vida,109,602313,0,1,1,Presencial,2025-05-18,0
CLI0969,51,Masculino,Barranquilla,Vehiculo,41,113340,2,0,1,Telefonico,2025-08-17,0
CLI0970,71,Masculino,Bogotá,Hogar,93,381994,0,0,1,App,2025-06-15,0
CLI0971,71,Femenino,Bogotá,Salud,68,576915,4,2,0,Web,2025-02-19,0
CLI0972,20,Femenino,Bogotá,Salud,69,717999,0,2,0,Web,2025-09-25,0
CLI0973,67,Femenino,Medellín,Salud,11,819538,0,2,3,Telefonico,2025-07-01,1
CLI0974,29,Masculino,Medellín,Hogar,56,91094,0,1,1,Telefonico,2025-08-28,0
CLI0975,18,Masculino,Medellín,Salud,51,954391,2,1,1,Presencial,2024-09-26,0
CLI0976,71,Masculino,Bucaramanga,Vida,21,872173,0,2,1,Web,2025-05-21,0
CLI0977,61,Femenino,Barranquilla,Vehiculo,99,715873,2,0,1,Presencial,2024-08-27,0
CLI0978,22,Femenino,Barranquilla,Hogar,76,545590,1,2,1,Web,2024-10-07,0
CLI0979,47,Masculino,Cali,Salud,26,590491,2,1,0,Web,2025-08-01,0
CLI0980,47,Femenino,Medellín,Vida,115,464708,1,3,2,App,2026-04-10,0
CLI0981,74,Masculino,Bucaramanga,Vehiculo,19,148798,2,1,1,Telefonico,2026-02-06,0
CLI0982,34,Masculino,Bucaramanga,Vehiculo,109,982458,3,2,3,Web,2026-03-05,0
CLI0983,65,Femenino,Barranquilla,Hogar,60,281604,0,2,0,Presencial,2026-02-04,0
CLI0984,64,Masculino,Medellín,Hogar,71,190130,3,1,1,Telefonico,2025-07-15,1
CLI0985,40,Femenino,Cali,Hogar,47,888596,3,0,3,Presencial,2025-12-21,1
CLI0986,32,Masculino,Medellín,Vida,119,770955,2,1,0,Telefonico,2025-11-15,0
CLI0987,54,Femenino,Bogotá,Vida,71,110257,1,0,0,Telefonico,2026-01-24,0
CLI0988,38,Femenino,Medellín,Hogar,26,487427,1,1,1,Web,2025-09-29,0
CLI0989,31,Femenino,Bogotá,Salud,40,962421,3,2,0,App,2025-07-19,0
CLI0990,19,Masculino,Bogotá,Vehiculo,5,132691,2,0,2,Web,2024-12-07,0
CLI0991,28,Masculino,Cali,Vehiculo,21,684056,1,2,3,Telefonico,2025-08-23,0
CLI0992,68,Femenino,Barranquilla,Vida,78,498829,2,1,0,Web,2026-02-26,0
CLI0993,56,Femenino,Medellín,Vehiculo,4,618314,0,1,1,Web,2024-08-19,0
CLI0994,55,Masculino,Bogotá,Salud,23,829450,0,0,0,Telefonico,2026-06-07,0
CLI0995,51,Masculino,Medellín,Vehiculo,106,373052,3,0,1,Telefonico,2025-05-16,0
CLI0996,55,Masculino,Barranquilla,Vida,84,623898,1,3,1,Web,2024-09-15,0
CLI0997,67,Femenino,Barranquilla,Vida,15,257718,2,1,3,Web,2026-01-13,0
CLI0998,51,Masculino,Bucaramanga,Salud,114,578357,1,1,2,Web,2025-06-24,0
CLI0999,35,Masculino,Barranquilla,Salud,116,405329,1,1,1,Presencial,2024-11-25,0
CLI1000,47,Femenino,Cali,Vehiculo,109,938999,1,1,0,Web,2024-10-07,0
